county,license_number,operation_type,establishment_type,entity_name,DBA_name,street_number,street_name,city,state,zip_code,square_footage
Queens,711689,Store,JAC,LA PEQUENA FARM CORP,LA PEQUENA FARM,108-19,ROOSEVELT AVE,CORONA,NY,11368,2000
Queens,639501,Store,JAC,LAYLA DELI GROCERY CORP,LAYLA DELI GROCERY,131-01,ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,0
Queens,711703,Store,JAC,SATKAIVAL USA INC,QUICK STOP,71-52,YELLOWSTONE BLVD,FOREST HILLS,NY,11375,1500
Queens,719038,Store,A,HAPPY 8805 INC,HAPPY 8805,8805,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,0
Queens,719039,Store,A,CANDY CITY STORE INC,CANDY CITY STORE,93-05,37TH AVE UNIT CO - ID,JACKSON HEIGHTS,NY,11372,0
Queens,713759,Store,JAC,GASPARE THE MEAT BOSS INC,GASPARE THE MEAT BOSS,68-43,MYRTLE AVE,RIDGEWOOD,NY,11385,1000
Queens,670321,Store,JAC,63 SUPER MART INC,FRESH VALUE MRKTPLACE,95-07,63RD DR,REGO PARK,NY,11374,3200
Queens,713896,Store,JAC,NEW SENECA GARDEN INC,NEW SENECA GARDEN II,66-87,FOREST AVE,RIDGEWOOD,NY,11385,1000
Queens,639487,Store,JAC,DARBAR DELI & GROCERY INC,DARBAR DELI & GROCERY,138-53,QUEENS BLVD,BRIARWOOD,NY,11435,800
Queens,711573,Store,JAC,LOVE KITCHEN LLC THE,THE LOVE KITCHEN,36-46,37TH ST,LONG ISLAND CITY,NY,11101,0
Queens,713581,Store,JAC,KAMBRIA GROCERY DELI CORP,KAMBRIA GROCERY DELI,116-40,SPRINGFIELD BLVD,CAMBRIA HEIGHTS,NY,11411,1000
Queens,670455,Store,JAC,TRENTON HALAL MEAT INC,NEW AL-SALIM HALAL MEAT,74-12,37TH RD,JACKSON HEIGHTS,NY,11372,800
Queens,670446,Store,JAC,JABAR SUPERSTAR DELI INC,JABAR SUPERSTAR DELI,145-20,243RD ST,ROSEDALE,NY,11422,1500
Queens,713878,Store,JAC,RAINBOW SEAFOOD CORP,RAINBOW SEAFOOD,91-02,SUTPHIN BLVD,JAMAICA,NY,11435,1800
Queens,670442,Store,A,HANUMAN CONVENIENCE INC,STOP ONE CONVENIENCE,44-08,31ST AVE,ASTORIA,NY,11103,1000
Queens,639466,Store,JACH,D&M SMOKED FISH INC,HAIFA SMOKED FISH,94-15,150TH ST,JAMAICA,NY,11435,13000
Queens,670441,Store,JABHK,ARON BAKERY INC,ARON BAKERY,71-72,YELLOWSTONE BLVD,FOREST HILLS,NY,11375,2800
Queens,713877,Store,JAC,BELEN DELI GROCERY CORP,BELEN DELI GROCERY,98-16,CORONA AVE,CORONA,NY,11368,2000
Queens,639467,Store,A,PARSONS CONVENIENCE STORE INC,PARSONS CONVENIENCE STR,79-24,PARSONS BLVD,FLUSHING,NY,11366,500
Queens,639468,Store,JAC,PEACH MARKET INC,PEACH MARKET,45-17,104TH ST,CORONA,NY,11368,2500
Queens,711596,Store,JAC,97 ADAMS DELI & GROCERY INC,97 ADAMS DELI & GROCERY,97-04,ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,1200
Queens,711572,Store,JAC,AMANA FOOD LLC,GLOBAL SUPERMARKET,75-07,37TH AVE,JACKSON HEIGHTS,NY,11372,5000
Queens,711722,Store,JAC,DAHALEEL 1 INC,DAHALEEL 1,281,BEACH 116TH ST,ROCKAWAY PARK,NY,11694,0
Queens,711577,Store,JAC,A & I DISCOUNT DELI INC,A & I DISCOUNT DELI,13-36,BEACH CHANNEL DR,FAR ROCKAWAY,NY,11691,0
Queens,713860,Store,JAC,MUKTI 49 PETROLEUM INC,7 ELEVEN STORE #39190B,9949,HORACE HARDING EXPY,CORONA,NY,11368,1500
Queens,670413,Store,A,WALGREENS EASTERN CO INC,WALGREENS #11905,5802,METROPOLITAN AVE,RIDGEWOOD,NY,11385,5000
Queens,639473,Store,JAC,SG FOOD CENTER CORP,SG FOOD CENTER,88-21,169TH ST,JAMAICA,NY,11432,1100
Queens,639477,Store,JABC,JARU FOOD CORP,KEY FOOD SUPERMARKET,105-02,QUEENS BLVD,FOREST HILLS,NY,11375,18000
Queens,717788,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #05428,115-02,JAMAICA AVE,RICHMOND HILL,NY,11418,0
Queens,670411,Store,JAC,HAQ EHITSHAM,7-ELEVEN STORE 34655A,97-07,QUEENS BLVD,REGO PARK,NY,11374,1500
Queens,713823,Store,A,YI ZHOU USA INC,YI ZHOU USA,40-20,MAIN ST,FLUSHING,NY,11354,400
Queens,713815,Store,JAC,VINANZACA MINI MARKET CORP,VINANZACA MINI MARKET,47-30,JUNCTION BLVD,CORONA,NY,11368,1500
Queens,713809,Store,JAC,7 ELEVEN INC,7 ELEVEN STORE #37064H,224-01,MERRICK BLVD,SPRINGFIELD GARDEN,NY,11413,1100
Queens,670409,Store,JAC,QUEENS NATURAL MEATS INC,QUEENS NATURAL MEATS,159-15,HORACE HARDING EXPWY,FRESH MEADOWS,NY,11365,1500
Queens,639470,Store,JAC,108 GOURMET DELI INC,108 GOURMET DELI,108-02,GUY R BREWER BLVD,JAMAICA,NY,11433,1000
Queens,711937,Store,A,QUEENS 99 CENTS DEAL INC,99 DEAL,8016,JAMAICA AVE,WOODHAVEN,NY,11421,0
Queens,670318,Store,JAC,ALEXANDRIAS DELI OF NY CORP,KINGS DELI,28-13,STEINWAY ST,ASTORIA,NY,11103,1500
Queens,718009,Store,A,HOLA BEBE INC,HOLA BEBE,111-17A,ROOSEVELT AVE,CORONA,NY,11368,1000
Queens,717815,Store,JAC,A Y FAMILY GROCERY INC,A Y FAMILY GROCERY,170-20,JAMAICA AVE,JAMAICA,NY,11432,1200
Queens,713640,Store,A,PINGAN EXPRESS INC,PINGA EXPRESS,85-10,QUEENS BLVD,ELMHURST,NY,11373,500
Queens,670232,Store,JAC,JS MARKET INC,JS MARKET,40-13,20TH AVE,ASTORIA,NY,11105,0
Queens,713631,Store,A,FAMILY DOLLAR,FAMILY DOLLAR STORE #11,144-01,LIBERTY AVE,JAMAICA,NY,11435,1500
Queens,719066,Store,JAC,MARMOLEJOS ALEXIS D,THE BEST DELI  GROCERY,1001,WYCKOFF AVE,RIDGEWOOD,NY,11385,2000
Queens,639560,Store,A,DERA MANAGEMENT INC,BUDGET THE,218-08,HEMPSTEAD AVE,QUEENS VILLAGE,NY,11429,4500
Queens,713629,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #5468,105-02,ROCKAWAY BLVD,OZONE PARK,NY,11417,1700
Queens,711926,Store,A,WALGREEN EASTERN CO INC,WALGREENS #15694,11907,SPRINGFIELD BLVD,CAMBRIA HEIGHTS,NY,11411,15000
Queens,711835,Store,JAC,RIDGEWOOD GOURMET DELI CORP,RIDGEWOOD GOURMET DELI,402,ONDERDONK AVE,RIDGEWOOD,NY,11385,1200
Queens,670224,Store,A,SIMON GUADALUPE,EL NOPAL,45-51,45TH ST,WOODSIDE,NY,11377,500
Queens,639542,Store,JAC,MAHEK GROCERY,OPTIMO GROCERY,110-84A,QUEENS BLVD,FOREST HILLS,NY,11375,2000
Queens,670216,Store,JAC,J&B WEST INDIAN AMERICAN GROCERY,J&B WEST INDIAN AMERICA,124-02,LIBERTY AVE,SOUTH RICHMOND HIL,NY,11419,2500
Queens,639562,Store,A,FEARN INDUSTRIES INC,ALLADIN HALAL MEAT,168-25A,LIBERTY AVE,JAMAICA,NY,11433,200
Queens,719071,Store,JAC,AZTECA BAKERY GROCERY CORP,AZTECA BAKERY GROCERY C,996,CYPRESS AVE,RIDGEWOOD,NY,11385,2000
Queens,670209,Store,A,BHARAT CORP,BHARAT STORE,61-02,MYRTLE AVE,RIDGEWOOD,NY,11385,1000
Queens,711908,Store,JAC,FISH HOUSE SUNNYSIDE CORP,FISH HOUSE,47-49,42ND ST,SUNNYSIDE,NY,11104,1000
Queens,711912,Store,JAC,AYESHA R CORP,BROADWAY CAFE,41-09,BROADWAY,ASTORIA,NY,11103,800
Queens,711922,Store,A,COLLECTIVE SIX CORP,PLAY & WIN CONVENIENCE,81-03A,NORTHERN BLVD,JACKSON HEIGHTS,NY,11372,0
Queens,711953,Store,JAC,LA PEQUENA TIENDA & DELI INC,LA PEQUENA TIENDA & DEL,106-15,NORTHERN BLVD,CORONA,NY,11368,2000
Queens,718007,Store,JAC,HABIBI DELI AND GROCERY INC,HABIBI DELI AND GROCERY,20-78,STEINWAY ST,ASTORIA,NY,11105,0
Queens,711963,Store,JAC,7 ELEVEN STORE INC,7 ELEVEN STORE # 36984H,117-13,FARMERS BLVD,SAINT ALBANS,NY,11412,1500
Queens,639359,Store,JAC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 206,131-07,"40TH RD, SUITE A100   ",FLUSHING,NY,11354,180000
Queens,711927,Store,A,JAMAICA DISCOUNT INC,JAMAICA DISCOUNT,168-31,JAMAICA AVE,JAMAICA,NY,11432,12000
Queens,639525,Store,JAC,PARADISE DELI & CONVENIENCE INC,PARADISE DELI & CONV,81-38,BROADWAY,ELMHURST,NY,11373,1500
Queens,718020,Store,JAC,BAGELMAN DELI & GROCERY CORP,BAGLEMAN DELI & GROCERY,56-02,31ST AVE,WOODSIDE,NY,11377,2000
Queens,639510,Store,JAC,GALAXY STATION & MINIMART INC,GALAXY STATION&MINIMART,85-05,ASTORIA BLVD,JACKSON HEIGHTS,NY,11369,1400
Queens,670308,Store,JAC,A&J MARKET INC,LND GROCERY,59-59,69TH ST,MASPETH,NY,11378,800
Queens,711731,Store,JAC,JOE SOUTH SIDE DELI INC,JOE SOUTH SIDE DELI,115-77,SUTPHIN BLVD,JAMAICA,NY,11434,1000
Queens,670298,Store,JAC,AMF GOURMET INC,AMF GOURMET,97-48,63RD RD,REGO PARK,NY,11374,3000
Queens,670294,Store,A,94 STREET GROCERY CORP,94 STREET GROCERY,3562,94TH ST,JACKSON HEIGHTS,NY,11372,1200
Queens,670291,Store,JAC,DUANE READE ET AL PTRS,DUANE READE #14438,136-02,ROOSEVELT AVE,FLUSHING,NY,11354,18000
Queens,718018,Store,JABCK,TORTILLENA NIXTAMAL LLC,TORTILLENA NIXTAMAL,41-11,NATIONAL ST,CORONA,NY,11368,1500
Queens,718017,Store,A,99 CENTS DYNASTY INC,99 CENTS DYNASTY,90-14,JAMAICA AVE,WOODHAVEN,NY,11421,0
Queens,713722,Store,JAC,DK CONVENIENCE STORE INC,DK CONVENIENCE STORE,41-02,34TH AVE,LONG ISLAND CITY,NY,11101,0
Queens,670259,Store,JAC,GREAT JADE DELI & GROCERY INC,GREAT JADE DELI&GROCERY,146-02,34TH AVE,FLUSHING,NY,11354,900
Queens,711753,Store,JAC,86 GROCERY & DELI INC,86 GROCERY & DELI,85-19,JAMAICA AVE,WOODHAVEN,NY,11421,2000
Queens,639457,Store,JAC,LEENA OF NY INC,NEW MART,221-12,HORACE HARDING EXPWY,BAYSIDE,NY,11364,8000
Queens,719296,Store,JAC,GREENHOUSE FARMERS MARKET INC,GREENHOUSE FARMERS MARK,22-33,31ST ST,ASTORIA,NY,11105,0
Queens,670286,Store,JAC,WHOLESALE GULLUOGLU LLC,WHOLESALE GULLUOGLU,30-92,31ST ST,ASTORIA,NY,11102,5000
Queens,639531,Store,JAC,RODRIGUEZ DELI GROCERY NY CORP,RODRIGUEZ DELI GROCERY,172,WOODWARD AVE,RIDGEWOOD,NY,11385,1500
Queens,713703,Store,JAC,5 DE MAYO CORP,5 DE MAYO,97-12,37TH AVE,CORONA,NY,11368,2500
Queens,711788,Store,JAC,HIS KINDNESS INC,JAMESIES PLACE,14-01,31ST DR,ASTORIA,NY,11106,800
Queens,670276,Store,JAC,NEW YORK MART ROOSEVELT INC,NEW YORK MART ROOSEVELT,142-41,ROOSEVELT AVE,FLUSHING,NY,11354,18000
Queens,639534,Store,JAC,MI TIERRA MEAT&PRODUCE CORP,MI TIERRA SUPERMARKET,85-15,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,8000
Queens,711827,Store,JAC,NGP MARKETS CORP,NEW AGE MARKETS,160-06,NORTHERN BLVD,FLUSHING,NY,11358,16000
Queens,670272,Store,JAC,RAVEN STOP 1 FOOD CENTER CORP,RAVEN STOP 1 FOOD CTR,34-60,12TH ST,ASTORIA,NY,11106,800
Queens,670271,Store,A,DANISH ORGANIC INC,SMART CHOICE,34-12,30TH AVE,ASTORIA,NY,11103,800
Queens,670270,Store,JAC,SUTPHIN AFRCN FOOD MKT&VRTY INC,SUTPHIN AFRCN FOOD MKT&,116-43,SUTPHIN BLVD,JAMAICA,NY,11434,200
Queens,670289,Store,JAC,FOREVER YOUNGS FRT&VEGETABLE CORP,FOREVER FRUIT & VEGETAB,21-03,45TH AVE,LONG ISLAND CITY,NY,11101,1600
Queens,711004,Store,JAC,QUICK STOP & SHOP DELI GROCERY CO,QUICK STOP & SHOP DELI,92-02,37TH AVE,JACKSON HEIGHTS,NY,11372,0
Queens,639413,Store,A,ALI (NY) INC,99 CENTS PARADISE,42-06,GREENPOINT AVE,SUNNYSIDE,NY,11104,5500
Queens,639391,Store,JAC,10325 STOP 1 DELI INC,10325 STOP 1 DELI,103-25,ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11417,1000
Queens,639396,Store,JAC,HERNANDEZ LUIS R,JUSTIN GROCERY,124-19,95TH AVE,RICHMOND HILL,NY,11419,1200
Queens,639397,Store,JAC,GABI KOSHER MEAT MARKET CORP,GABI KOSHER MEAT MARKET,138-46,84TH DR,BRIARWOOD,NY,11435,1600
Queens,710982,Store,JAC,101 CORNER FOOD MART INC,101 CORNER FOOD MART,111-01,101 ST AVE,SOUTH RICHMOND HIL,NY,11419,1000
Queens,670728,Store,JAC,RAHMAN ZAMILUR,M&M NATURAL FRUITS,80-44,JAMAICA AVE,WOODHAVEN,NY,11421,2000
Queens,714187,Store,JACD,ROYAL QUEENS TRADING INC,ROYAL QUEENS TRADING,132-30,33RD AVE,FLUSHING,NY,11354,3500
Queens,670725,Store,JAC,JACKSON GOURMET DELI CORP,JACKSON GOURMET DELI,23-02,JACKSON AVE,LONG ISLAND CITY,NY,11101,1000
Queens,639400,Store,JAC,NEW SHIV GANGA INC,NEW SHIV GANGA,169-06,CROCHERON AVE,FLUSHING,NY,11358,800
Queens,639401,Store,A,NIDHI GROCERY INC,NIDHI GROCERY,45-01,47TH AVE,WOODSIDE,NY,11377,1100
Queens,639388,Store,JAC,GNP KISAN CORP,KISSENA MART,70-80,KISSENA BLVD,FLUSHING,NY,11367,1500
Queens,670718,Store,JAC,COOPER DELI & GROCERY CORP,COOPER DELI & GROCERY,64-55,COOPER AVE,GLENDALE,NY,11385,2000
Queens,714195,Store,JAC,MM PETROLEUM INC,GULF,39-04,SKILLMAN AVE,SUNNYSIDE,NY,11104,900
Queens,711012,Store,JAC,NEW DREAMLAND DELI CORP,NEW DREAMLAND DELI,501,GRANDVIEW AVE,RIDGEWOOD,NY,11385,1000
Queens,639403,Store,JAC,DELICIAS HISPANAS DELI CORP,DELICIAS DELI,146-01,34TH AVE,FLUSHING,NY,11354,1000
Queens,711029,Store,A,LAMS LAB LLC,HORIZON PHARMACY,46-30,KISSENA BLVD,FLUSHING,NY,11355,1200
Queens,711090,Store,JABC,CP FAMILY MARKET CORP,KEY FOOD 1776,15-19,COLLEGE POINT BLVD,COLLEGE POINT,NY,11356,8000
Queens,711095,Store,JAC,SHAMBHU DELI GROCERY INC,EXPRESS DELI,79-02,PARSONS BLVD,FRESH MEADOWS,NY,11366,1200
Queens,670698,Store,A,RATNAM ENTERPRISE INC,RICHMOND HILL GRCRY VID,111-09,101ST AVE,SOUTH RICHMOND HIL,NY,11419,700
Queens,670695,Store,JAC,SHANVI CONVENIENCE & GROCERY INC,B & B STATIONARY,111-09,QUEENS BLVD,FOREST HILLS,NY,11375,1500
Queens,639407,Store,A,SALE WORLD INC,SALE WORLD,6049,MYRTLE AVE,RIDGEWOOD,NY,11385,0
Queens,711238,Store,JAC,DEEPA FOOD INC,NEW YORK MASALA,164-07,85TH AVE,JAMAICA,NY,11432,800
Queens,714130,Store,JACH,WOO CHRISTINA S,K POP,29-02,UNION ST,FLUSHING,NY,11354,50
Queens,639459,Store,A,ROSEDALE AFRICAN & CARIBBEAN MKT,ROSEDALE AFRICAN & CARI,143-71,243RD ST,ROSEDALE,NY,11422,1100
Queens,710995,Store,A,MAMABABY ETC INC,MAMABABY,42-75,MAIN ST,FLUSHING,NY,11355,600
Queens,714235,Store,JAC,DARYAB HALAL MEAT & GROCERY CORP,BAKHTAR HALAL MEAT & GR,6812,FRESH MEADOW LN,FRESH MEADOWS,NY,11365,1200
Queens,714295,Store,JAC,CHEF HONG INC,FOUR SEASON FRESH FARM,56-31,METROPOLITAN AVE,RIDGEWOOD,NY,11385,1000
Queens,718978,Store,JAC,SNACK PARADISE INC,SNACK PARADISE,224,BEACH 98TH ST,ROCKAWAY PARK,NY,11694,0
Queens,718980,Store,JAC,LUPIN & TAPIN LLC,LUPIN & TAPIN,163-06,109TH AVE,JAMAICA,NY,11433,0
Queens,670845,Store,A,HOME & HOME MERCHANDISE CORP,HOME & HOME MERCHANDISE,31-85,WHITESTONE EXPWAY,FLUSHING,NY,11354,22000
Queens,714280,Store,JAC,ARSIS PATESERIA CORP,ARSIS PATESERIA,39-39,47TH AVE,SUNNYSIDE,NY,11104,0
Queens,639371,Store,A,NOR-PIKE SERVICE STATION INC,NOR-PIKE SERVICE STATIO,146-15,UNION TPKE,FLUSHING,NY,11367,0
Queens,714264,Store,JAC,CORONA FLOWERS INC,CORONA DELI GROCERY,104-14,CORONA AVE,CORONA,NY,11368,1200
Queens,714262,Store,A,LIU BROTHER GROUP INC,BABY EXPRESS,92-16,LIBERTY AVE,OZONE PARK,NY,11417,0
Queens,670816,Store,JAC,GLENOAKS DELI&GROCERY INC,GLENOAKS DELI&GROCERY,253-01,UNION TPKE,GLEN OAKS,NY,11004,1700
Queens,719344,Store,JAC,STOP & SHOP SUPERMARKETS CO LLC T,STOP & SHOP #2585,134-40,SPRINGFIELD BLVD,SPRINGFIELD GARDEN,NY,11413,0
Queens,639389,Store,A,NSC WHOLESALE HOLDINGS LLC,NATIONAL WHOLESALE LIQ,71-01,KISSENA BLVD,FLUSHING,NY,11367,40000
Queens,714245,Store,A,MI AMOR CORP,MI AMOR,47-09,104TH ST,CORONA,NY,11368,1000
Queens,719318,Store,JAC,JACKSON PROCESSING INC,NY HALAL MEAT,3554,STEINWAY ST,LONG ISLAND CITY,NY,11101,0
Queens,670773,Store,JAC,CALHOUN FOODS LLC,KEYFOOD 1598,135-46,LEFFERTS BLVD,SOUTH OZONE PARK,NY,11420,10000
Queens,710874,Store,A,BARUA LIPIKA,BARUA GIFT AND GROCERY,147-13,UNION TPKE,FLUSHING,NY,11367,1200
Queens,710896,Store,JAC,MARLINE PRICE RITE DELI GROCERY I,MARLINE PRICE RITE DELI,95-01,SUTPHIN BLVD,JAMAICA,NY,11435,750
Queens,714212,Store,JAC,OLD FASHION BUTCHER SHOP INC,OLD FASHION BUTCHER SHO,23-50,STEINWAY ST,ASTORIA,NY,11105,1200
Queens,714210,Store,JAC,HF DOLLAR & UP FRUIT & VEGETABLE,HF DOLLAR & UP FRUIT &,61-27,ROOSEVELT AVE,WOODSIDE,NY,11377,2000
Queens,670747,Store,JAC,HABIBI GOURMET DELI INC,HABIBI GOURMET DELI,134-01,ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,1000
Queens,639386,Store,JAC,ALBERTO MARCOS A,MARIALISA DELI GROCERY,14-02,31ST AVE,LONG ISLAND CITY,NY,11106,1000
Queens,714204,Store,JAC,PADMA USA INC,HILLSIDE DELI & GROCERY,143-01,HILLSIDE AVE,JAMAICA,NY,11435,1500
Queens,710936,Store,JAC,HOLLIS WOODS DELI CORP,HOLLIS WOODS DELI,197-02,HILLSIDE AVE STORE 3,HOLLIS,NY,11423,1000
Queens,670737,Store,JAC,7955 AE CO INC,7955 AE CO,135-08,ROOSEVELT AVE,FLUSHING,NY,11354,2000
Queens,670736,Store,JAC,J MART GROUP INC,J MART,40-19,MAIN ST,FLUSHING,NY,11354,20000
Queens,710820,Store,JAC,SEANS SUPERMARKET,STEVES C TOWN,4125,GREENPOINT AVENUE,SUNNYSIDE,NY,11104,0
Queens,639446,Store,JAC,EAE EATERY ETC INC,EAE EATERY,55-02,48TH ST,MASPETH,NY,11378,1000
Queens,708757,Store,JAC,MRX GROCERY CORP,MRX GROCERY,105-44,OTIS AVE,CORONA,NY,11368,1500
Queens,670560,Store,JABCH,NEW ASIAN FOOD PRODUCTS NY CORP,NEW ASIAN FOOD PRODUCTS,140-13,CHERRY AVE,FLUSHING,NY,11355,2400
Queens,639429,Store,JAC,AAN DELI&GROCERY INC,AAN DELI&GROCERY,35-14,28TH AVE,ASTORIA,NY,11103,1000
Queens,639430,Store,JAC,MARYS EXPRESS DELI&GROCERY LLC,MARYS EXPRESS DELI&GRCY,51-19,SKILLMAN AVE,WOODSIDE,NY,11377,1200
Queens,670554,Store,A,SUPER DEAL STORES INC,SUPERDEAL,253-01,ROCKAWAY BLVD,ROSEDALE,NY,11422,7000
Queens,670546,Store,JAC,CALVINS MEAT MALL CORP,CALVINS MEAT MALL,226-11,MERRICK BLVD,SPRINGFIELD GARDEN,NY,11413,1200
Queens,639433,Store,JACD,7955 AE COMPANY INC,7955 AE COMPANY,7955,ALBION AVE,ELMHURST,NY,11373,8000
Queens,718044,Store,JAC,61-01 BIG APPLE DELI GROCERY CORP,61-01 BIG APPLE DELI GR,61-01,GRAND AVE,MASPETH,NY,11378,0
Queens,670538,Store,JAC,ELITE OIL CORP,ELITE OIL,181-08,HORACE HARDING EXPWY,FRESH MEADOWS,NY,11365,1000
Queens,639443,Store,JAC,RIDGEWOOD FINEST DELI INC,RIDGEWOOD FINEST DELI,765,SENECA AVE,RIDGEWOOD,NY,11385,1200
Queens,670561,Store,JAC,OTTOS DELI LLC,OTTOS DELI,63-18,WOODHAVEN BLVD,REGO PARK,NY,11374,1000
Queens,670527,Store,JAC,STAMMTISCH PORK STORE INC,STAMMTISCH PORK STORE,69-40,MYRTLE AVE,RIDGEWOOD,NY,11385,2000
Queens,719017,Store,JAC,TOMMY DELI GROCERY CORP,TOMMY DELI GROCERY,589,SENECA AVE,RIDGEWOOD,NY,11385,0
Queens,711462,Store,JAC,NZJJ LLC,PARKER PANTRY,104-20,QUEENS BLVD,FOREST HILLS,NY,11375,200
Queens,711463,Store,A,MR C GROCERY CORP,MR C GROCERY,90-38,148TH ST,JAMAICA,NY,11435,1000
Queens,670521,Store,JAC,12JE FRUIT&VEGETABLES INC,JE FRUIT&VEGETABLES,162-02,NORTHERN BLVD,FLUSHING,NY,11358,1200
Queens,711471,Store,JAC,AO XIN ZHOU SUPERMARKETS INC,MILK FARM SUPERMARKETS,88-11,LIBERTY AVE,OZONE PARK,NY,11417,5000
Queens,713905,Store,JAC,PRAYOSHA 3192 INC,BROADWAY DELI & GRILL,31-92,21ST ST,ASTORIA,NY,11106,2500
Queens,718033,Store,A,TOTO DISTRIBUTOR INC,JACKPOT SERVICES,116-04,METROPOLITAN AVE,RICHMOND HILL,NY,11418,0
Queens,719082,Store,JABCH,F AND S PIES INC,F & S PIES,10-17,154TH ST,WHITESTONE,NY,11357,1500
Queens,670484,Store,JAC,NEW DELI & GROCERY CORP,NEW DELI GROCERY THE,48-02,108TH ST,CORONA,NY,11368,2000
Queens,639453,Store,JAC,DIONISOS DELI GROCERY INC,DELICIOUS 24,28-05,24TH AVE,ASTORIA,NY,11102,500
Queens,711512,Store,JAC,PIN DELI & GROCERY CORP,PIN DELI & GROCERY,91-01,80TH ST,WOODHAVEN,NY,11421,1500
Queens,639454,Store,JAC,ASTORIA DELI INC,ASTORIA DELI,3-11,27TH AVE,ASTORIA,NY,11102,1000
Queens,639444,Store,JAC,SAM WHA MEAT CORP,SAM WHA MEAT,41-96,BOWNE ST,FLUSHING,NY,11355,1500
Queens,713993,Store,JAC,FIVE ELEVEN CONVENIENCE INC,FIVE ELEVEN CONVENIENCE,135-04,LEFFERTS BLVD,SOUTH OZONE PARK,NY,11420,1000
Queens,670656,Store,JAC,LA DUENA MEXICAN DELI II INC,LA DUENA MEXICAN DELI,103-22,NORTHERN BLVD,CORONA,NY,11368,1500
Queens,670643,Store,A,HAVEN 99 CENTS STORE LLC,HAVEN 99 CENTS STORE,91-07,JAMAICA AVE,WOODHAVEN,NY,11421,0
Queens,711228,Store,JAC,SAPS CONVENIENCE INC,7 ELEVEN STORE #36951A,179-55,HILLSIDE AVE,JAMAICA,NY,11432,1500
Queens,719014,Store,JAC,ASH APOTHECARY LLC,ASH APOTHECARY,36-46,37TH ST,LONG ISLAND CITY,NY,11101,0
Queens,717771,Store,A,SAVE MART 1055 INC,SAVE MART 1005,1055,BEACH 20TH ST,FAR ROCKAWAY,NY,11691,2500
Queens,711230,Store,JAC,MA ELIZABETH CORP,MA ELIZABETH,169-15,JAMAICA AVE,JAMAICA,NY,11432,1500
Queens,670630,Store,JAC,JKS EUROPEAN STYLE MEAT INC,JKS EUROPEAN STYLE MEAT,136-20,ROOSEVELT AVE  IFL #12,FLUSHING,NY,11354,200
Queens,719015,Store,JAC,CABRERAS DELI GROCERY INC,CABRERAS DELI GROCERY,108-06,39TH AVE,CORONA,NY,11368,0
Queens,714056,Store,JAC,ALMONTE BAY FOOD CORP,KEY FOOD,16330,CROSSBAY BLVD,HOWARD BEACH,NY,11414,10000
Queens,670606,Store,JAC,BAISLEY SERVICES INC,BAISLEY SERVICES,122-05,MERRICK BLVD,JAMAICA,NY,11434,150
Queens,713951,Store,JAC,V AND F ENTERPRISES INC,GULF EXPRESS,115-05,BEACH CHANNEL DR,ROCKAWAY PARK,NY,11694,2100
Queens,670599,Store,JAC,ALAABELI ABDO H M,HEAVENS DELI GROCERY,102-20,101ST AVE,OZONE PARK,NY,11416,600
Queens,639567,Store,JAC,DL DELI GROCERY CORP,DL DELI GROCERY,91-19,31ST AVE,EAST ELMHURST,NY,11369,1300
Queens,670597,Store,JABCH,SK SWEETS INC,SK SWEETS,130-18,ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,2300
Queens,718052,Store,JAC,VANEGAS MINI MARKET CORP,VANEGAS MINI MARKET,107-19,JAMAICA AVE,RICHMOND HILL,NY,11418,0
Queens,639416,Store,JAC,91-06 GREEN GROCERY INC,JAMAICA GREEN GROCERY,91-06,SUTPHIN BLVD,JAMAICA,NY,11435,2500
Queens,639417,Store,A,SMART CHOICE USA INC,SMART CHOICE USA,28-55,31ST ST,ASTORIA,NY,11102,800
Queens,639418,Store,JAC,WESSAM CANDY STORE INC,WESSAM GROCER & CANDY,24-31,STEINWAY ST,ASTORIA,NY,11103,1000
Queens,711371,Store,A,DOLLAR VILLAGE INC,99 CENT VILLAGE,218-13,JAMAICA AVE,QUEENS VILLAGE,NY,11428,0
Queens,713976,Store,JAC,KENIA GROCERY INC,KENIA GROCERY,90-47,149TH ST,JAMAICA,NY,11435,600
Queens,670586,Store,JAC,AL-HALIMI AHMED A,2 STAR GRILL DELI GROCR,89-20,SUTTER AVE,OZONE PARK,NY,11417,1000
Queens,711377,Store,A,FATIMA FOOD MART INC,FATIMA FOOD MART,21-37,21ST AVE,ASTORIA,NY,11105,0
Queens,713961,Store,JACK,SESAME & MORE CORP,SESAME & MORE,38-62,13TH ST,LONG ISLAND CITY,NY,11101,1500
Queens,639419,Store,JAC,NORTHERN MEAT & PRODUCE CORP,MI TIERRA SUPERMARKET,81-02,NORTHERN BLVD,JACKSON HEIGHTS,NY,11372,8000
